seed,probe,network,region_index,region_label,hemisphere,baseline_fc_z,evoked_fc_z,fc_change_z,fc_loss_z,baseline_phase_lag_rad,phase_lag_to_ipsilateral_a1_rad,phase_shift_rad,absolute_phase_shift_degrees,phase_interpretable,fit_r_squared,snr_db,phase_consistency,b_reduction,bilateral_a1_affinity,weighted_structural_strength
89,2Hz,Semantic proxy,311,R_TE1a,R,2.2143194966901216,0.0079798116791516,-2.20633968501097,2.20633968501097,0.2170304938881463,1.1261859652090562,0.9091554713209099,52.09077142791529,True,0.0005833296184636,0.3430984668235506,0.2399233957807595,0.0239473193137252,0.0019168215900021,0.3744241813016719
89,5Hz,Semantic proxy,134,L_TF,L,1.233630499799675,0.0523585295131306,-1.1812719702865444,1.1812719702865444,0.5654393489917167,-1.254336026448268,-1.8197753754399846,104.26544867454596,True,0.0301879934768547,1.119978645257256,0.2316626643982034,0.0489474375892177,0.0005119469617276,0.4201906744776126
107,2Hz,Semantic proxy,134,L_TF,L,2.09548517168882,0.0586744848669165,-2.036810686821904,2.036810686821904,0.2428370832165034,-0.0555564141639873,-0.29839349738049076,17.096688034050107,True,0.0042775161265712,2.068381388993873,0.2283656800904956,0.0489474375892177,0.0005119469617276,0.4201906744776126
107,2Hz,Semantic proxy,311,R_TE1a,R,2.2142987542288477,-0.0047996868075532,-2.219098441036401,2.219098441036401,0.2170304427726732,2.0340316060483157,1.8170011632756424,104.1064980260553,True,0.0003805315517143,1.774888393541815,0.2789782706923261,0.0239473193137252,0.0019168215900021,0.3744241813016719
107,5Hz,Semantic proxy,64,L_10r,L,1.386936992407369,0.0138093458218911,-1.3731276465854778,1.3731276465854778,0.4891623337539543,1.112669270454115,0.6235069367001607,35.72431597004978,True,0.0002073538367943,6.967501647464001,0.2766014627301379,0.0109335143078004,0.0011550532233814,0.3139992454386902
127,2Hz,Semantic proxy,64,L_10r,L,2.2243055377255687,0.0567883872176843,-2.1675171505078845,2.1675171505078845,0.21497294582795,0.7250191885425729,0.5100462427146228,29.223497064053102,True,3.435658172279421e-05,2.731944788178447,0.3168257656284884,0.0109335143078004,0.0011550532233814,0.3139992454386902
127,5Hz,Semantic proxy,64,L_10r,L,1.3869387278046632,0.0500627167216168,-1.3368760110830464,1.3368760110830464,0.4891621702938627,-0.0279982199414968,-0.5171603902353595,29.631107691824774,True,0.0004600846136308,8.040002232843303,0.3643451081804587,0.0109335143078004,0.0011550532233814,0.3139992454386902
127,5Hz,Semantic proxy,68,L_9m,L,1.3771214236210303,0.0547429122622222,-1.322378511358808,1.322378511358808,0.4933977569726218,-0.2928750170540719,-0.7862727740266937,45.050111497773045,True,0.0009648529136353,9.287184310550122,0.3719168125637069,0.011305137805911,0.0013197867002186,0.4789169430642468
127,5Hz,Semantic proxy,87,L_10v,L,0.9059536671978872,-0.1709901078100406,-1.0769437750079278,1.0769437750079278,0.764327429869236,-2.9030883914936116,2.615769485816739,149.8725517164046,True,0.0244533563876718,4.635898657466161,0.5087275567971232,0.0360882829623517,0.0003415956192625,0.3218456087479411
127,5Hz,Semantic proxy,134,L_TF,L,1.2336311920414988,-0.0009362425316773,-1.234567434573176,1.234567434573176,0.5654399769736962,-1.3901931494328663,-1.9556331264065625,112.04952441907025,True,0.0086247237029868,4.127753636486373,0.3111423152813255,0.0489474375892177,0.0005119469617276,0.4201906744776126
127,5Hz,Semantic proxy,248,R_9m,R,1.2509321519300542,0.0465222972163189,-1.2044098547137354,1.2044098547137354,0.5559643232998385,-0.4251447912616965,-0.9811091145615349,56.21341150619313,True,0.0002074173695408,5.8941906042209835,0.3352082923956204,0.0102614975152527,0.0010313389246157,0.4704019998244209
149,5Hz,Semantic proxy,62,L_8BM,L,1.3056834589721698,-0.0044452508587043,-1.310128709830874,1.310128709830874,0.5280733651584492,-1.9228959051729984,-2.4509692703314476,140.43019490625088,True,0.0001936015597707,3.183465069507677,0.2268197018309317,0.0201039709450571,0.0006745074397163,0.4671058175950421
149,5Hz,Semantic proxy,68,L_9m,L,1.377123537606459,-0.0150623407468484,-1.3921858783533074,1.3921858783533074,0.4933978402780256,-2.5708986917586563,-3.064296532036682,175.57125846227652,True,0.0014469423235485,9.010004184363815,0.2163580805923211,0.011305137805911,0.0013197867002186,0.4789169430642468
149,5Hz,Semantic proxy,87,L_10v,L,0.9059671346367424,0.0587283803547323,-0.8472387542820101,0.8472387542820101,0.7643282233150243,1.3473988338692706,0.5830706105542464,33.40748514287439,True,0.0857236163708639,8.341794608864062,0.4843321599099719,0.0360882829623517,0.0003415956192625,0.3218456087479411
149,5Hz,Semantic proxy,242,R_8BM,R,1.381508460734196,0.0501602251410493,-1.3313482355931467,1.3313482355931467,0.4912875473754964,1.038291297922532,0.5470037505470355,31.341006284172032,True,0.0098726992659996,1.1592352597497428,0.2325440277872993,0.024774202156371,0.0010456401763122,0.494637753432723
